ID,URL,Location
228846,https://www.ergodotisi.com/en/JobDetails/228846/QBeat-Technologies-LTD,"Famagusta, Larnaca, Nicosia"
228459,https://www.ergodotisi.com/en/JobDetails/228459/XM,"Famagusta, Larnaca, Paphos, Limassol, Nicosia"
226465,https://www.ergodotisi.com/en/JobDetails/226465/Cycom-Business-Solutions-Ltd,"Famagusta, Larnaca, Paphos, Limassol, Nicosia"
227963,https://www.ergodotisi.com/en/JobDetails/227963/Cyprus-Marine-and-Maritime-Institute-(CMMI),Larnaca
229527,https://www.ergodotisi.com/en/JobDetails/229527/Cyprus-Marine-and-Maritime-Institute-(CMMI),Larnaca
227457,https://www.ergodotisi.com/en/JobDetails/227457/CareerFinders-Recruitment-Services-Ltd,Paphos
229254,https://www.ergodotisi.com/en/JobDetails/229254/V.D.-COMPUTERLAND-CENTRE-LTD,"Limassol, Nicosia"
228038,https://www.ergodotisi.com/en/JobDetails/228038/Island-Oil-(Holdings)-LTD,Limassol
228616,https://www.ergodotisi.com/en/JobDetails/228616/CareerFinders-Recruitment-Services-Ltd,Limassol
227147,https://www.ergodotisi.com/en/JobDetails/227147/oneZero-Financial-Systems,Limassol
228233,https://www.ergodotisi.com/en/JobDetails/228233/WISE-WOLVES-GROUP,Limassol
226337,https://www.ergodotisi.com/en/JobDetails/226337/Gamingtec,Limassol
227568,https://www.ergodotisi.com/en/JobDetails/227568/MSOS-Maritime-security-at-open-seas--LTD,Limassol
226741,https://www.ergodotisi.com/en/JobDetails/226741/Correct-Group-Ltd,Limassol
229130,https://www.ergodotisi.com/en/JobDetails/229130/Gamingtec,Limassol
227947,https://www.ergodotisi.com/en/JobDetails/227947/FXGT-Careers,Limassol
229563,https://www.ergodotisi.com/en/JobDetails/229563/ACE-Networks,Limassol
228356,https://www.ergodotisi.com/en/JobDetails/228356/Tototheo-Maritime-Ltd,Limassol
228172,https://www.ergodotisi.com/en/JobDetails/228172/Factory-39,Limassol
229546,https://www.ergodotisi.com/en/JobDetails/229546/ACE-Networks,Limassol
228263,https://www.ergodotisi.com/en/JobDetails/228263/Tototheo-Maritime-Ltd,Limassol
228188,https://www.ergodotisi.com/en/JobDetails/228188/CareerFinders-Recruitment-Services-Ltd,Limassol
228386,https://www.ergodotisi.com/en/JobDetails/228386/iSX-Financial-EU-Plc,Nicosia
228131,https://www.ergodotisi.com/en/JobDetails/228131/TalosCo-Business-Solutions-Ltd,Nicosia
227798,https://www.ergodotisi.com/en/JobDetails/227798/DW-Dynamic-Works-Ltd,Nicosia
228167,https://www.ergodotisi.com/en/JobDetails/228167/Qiiwi-Games-AB,Nicosia
226340,https://www.ergodotisi.com/en/JobDetails/226340/Playtech-BGT-Sports-Ltd,Nicosia
226489,https://www.ergodotisi.com/en/JobDetails/226489/NCR-Corporation,Nicosia
226974,https://www.ergodotisi.com/en/JobDetails/226974/3CX-Ltd,Nicosia
227401,https://www.ergodotisi.com/en/JobDetails/227401/iSX-Financial-EU-Plc,Nicosia
227144,https://www.ergodotisi.com/en/JobDetails/227144/D.G.-Techlink-LTD,Nicosia
228371,https://www.ergodotisi.com/en/JobDetails/228371/iSX-Financial-EU-Plc,Nicosia
228268,"https://www.ergodotisi.com/en/JobDetails/228268/TSYS,-A-Global-Payments-company",Nicosia
227924,https://www.ergodotisi.com/en/JobDetails/227924/Albourne-Partners-(Cyprus)-Ltd,Nicosia
228193,https://www.ergodotisi.com/en/JobDetails/228193/CareerFinders-Recruitment-Services-Ltd,Nicosia
228863,https://www.ergodotisi.com/en/JobDetails/228863/SIGINT-SOLUTIONS-LTD,Nicosia
228341,https://www.ergodotisi.com/en/JobDetails/228341/iSX-Financial-EU-Plc,Nicosia
